Reaction,Uncertainty A (unit),Uncertainty N (unit),Uncertainty Ea (unit)
IC4H9 + SC4H9O2H => IC4H10 + SC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H10 + SC4H9O2 => SC4H9O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
SC4H9O2H + TC4H9 => IC4H10 + SC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H10 + PC4H9O2 => IC4H9 + PC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC4H9 + PC4H9O2H => IC4H10 + PC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H10 + PC4H9O2 => PC4H9O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
PC4H9O2H + TC4H9 => IC4H10 + PC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H10 => CH3O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
CH3O2H + TC4H9 => CH3O2 + IC4H10,6.93E-01,1.00E-09,1.00E-09
C2H5O2 + IC4H10 => C2H5O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
C2H5O2H + TC4H9 => C2H5O2 + IC4H10,6.93E-01,1.00E-09,1.00E-09
CH3CO3 + IC4H10 => CH3CO3H + TC4H9,6.93E-01,1.00E-09,1.00E-09
CH3CO3H + TC4H9 => CH3CO3 + IC4H10,6.93E-01,1.00E-09,1.00E-09
IC4H10 + NC3H7O2 => NC3H7O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
NC3H7O2H + TC4H9 => IC4H10 + NC3H7O2,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + IC4H10 => IC3H7O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC3H7O2H + TC4H9 => IC3H7O2 + IC4H10,6.93E-01,1.00E-09,1.00E-09
IC4H10 + IC4H9O2 => IC4H9O2H + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + TC4H9 => IC4H10 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H10 + TC4H9O2 => TC4H9 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
TC4H9 + TC4H9O2H => IC4H10 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H10 + IC4H9 => IC4H10 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H10 + TC4H9 => IC4H10 + IC4H9,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H9 => IC4H9O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H9O + OH => HO2 + IC4H9,6.93E-01,1.00E-09,1.00E-09
HO2 + TC4H9 => OH + TC4H9O,6.93E-01,1.00E-09,1.00E-09
OH + TC4H9O => HO2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H9 => CH3O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3O + IC4H9O => CH3O2 + IC4H9,6.93E-01,1.00E-09,1.00E-09
CH3O2 + TC4H9 => CH3O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3O + TC4H9O => CH3O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9 => H + IC4H8,6.93E-01,1.00E-09,1.00E-09
H + IC4H8 => IC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9 => C3H6 + CH3,6.93E-01,1.00E-09,1.00E-09
C3H6 + CH3 => IC4H9,6.93E-01,1.00E-09,1.00E-09
TC4H9 => H + IC4H8,6.93E-01,1.00E-09,1.00E-09
H + IC4H8 => TC4H9,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H9 => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9 + O2 => HO2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8 => IC4H9 + O2,6.93E-01,1.00E-09,1.00E-09
IC4H9 + NC3H7O2 => IC4H9O + NC3H7O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + NC3H7O => IC4H9 + NC3H7O2,6.93E-01,1.00E-09,1.00E-09
NC3H7O2 + TC4H9 => NC3H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
NC3H7O + TC4H9O => NC3H7O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H7 + NC3H7O2 => IC4H7O + NC3H7O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + NC3H7O => IC4H7 + NC3H7O2,6.93E-01,1.00E-09,1.00E-09
IC4H9 + SC4H9O2 => IC4H9O + SC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + SC4H9O => IC4H9 + SC4H9O2,6.93E-01,1.00E-09,1.00E-09
SC4H9O2 + TC4H9 => SC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
SC4H9O + TC4H9O => SC4H9O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9 + PC4H9O2 => IC4H9O + PC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + PC4H9O => IC4H9 + PC4H9O2,6.93E-01,1.00E-09,1.00E-09
PC4H9O2 + TC4H9 => PC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
PC4H9O + TC4H9O => PC4H9O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H7 + PC4H9O2 => IC4H7O + PC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + PC4H9O => IC4H7 + PC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H7 + SC4H9O2 => IC4H7O + SC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + SC4H9O => IC4H7 + SC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 => IC4H9 + O2,6.93E-01,1.00E-09,1.00E-09
IC4H9 + O2 => IC4H9O2,6.93E-01,1.00E-09,1.00E-09
TC4H9O2 => O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H9 => TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H10 + IC4H9O2 => IC4H9O2H + SC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + SC4H9 => C4H10 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H10 + TC4H9O2 => SC4H9 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
SC4H9 + TC4H9O2H => C4H10 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H10 + IC4H9O2 => IC4H9O2H + PC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + PC4H9 => C4H10 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H10 + TC4H9O2 => PC4H9 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
PC4H9 + TC4H9O2H => C4H10 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + IC4H9 => IC3H7O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC3H7O + IC4H9O => IC3H7O2 + IC4H9,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + TC4H9 => IC3H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC3H7O + TC4H9O => IC3H7O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + IC4H7 => IC3H7O + IC4H7O,6.93E-01,1.00E-09,1.00E-09
IC3H7O + IC4H7O => IC3H7O2 + IC4H7,6.93E-01,1.00E-09,1.00E-09
C3H6 + IC4H9O2 => C3H5-A + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C3H5-A + IC4H9O2H => C3H6 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H6 + TC4H9O2 => C3H5-A + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C3H5-A + TC4H9O2H => C3H6 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H8 + IC4H9O2 => IC4H7 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC4H7 + IC4H9O2H => IC4H8 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H8 + TC4H9O2 => IC4H7 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC4H7 + TC4H9O2H => IC4H8 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H8 + PC4H9O2 => IC4H7 + PC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC4H7 + PC4H9O2H => IC4H8 + PC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H8 + SC4H9O2 => IC4H7 + SC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC4H7 + SC4H9O2H => IC4H8 + SC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + IC4H8 => IC3H7O2H + IC4H7,6.93E-01,1.00E-09,1.00E-09
IC3H7O2H + IC4H7 => IC3H7O2 + IC4H8,6.93E-01,1.00E-09,1.00E-09
IC4H8 + NC3H7O2 => IC4H7 + NC3H7O2H,6.93E-01,1.00E-09,1.00E-09
IC4H7 + NC3H7O2H => IC4H8 + NC3H7O2,6.93E-01,1.00E-09,1.00E-09
C4H8-1 + IC4H9O2 => C4H71-3 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + IC4H9O2H => C4H8-1 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H8-1 + TC4H9O2 => C4H71-3 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + TC4H9O2H => C4H8-1 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H8-2 + IC4H9O2 => C4H71-3 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + IC4H9O2H => C4H8-2 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H8-2 + TC4H9O2 => C4H71-3 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + TC4H9O2H => C4H8-2 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CC4H8O + OH => C3H5-A + CH2O + H2O,6.93E-01,1.00E-09,1.00E-09
CC4H8O + H => C3H5-A + CH2O + H2,6.93E-01,1.00E-09,1.00E-09
CC4H8O + O => C3H5-A + CH2O + OH,6.93E-01,1.00E-09,1.00E-09
CC4H8O + HO2 => C3H5-A + CH2O + H2O2,6.93E-01,1.00E-09,1.00E-09
CC4H8O + CH3O2 => C3H5-A + CH2O + CH3O2H,6.93E-01,1.00E-09,1.00E-09
CC4H8O + CH3 => C3H5-A + CH2O + CH4,6.93E-01,1.00E-09,1.00E-09
C2H4 + TC4H9O2 => C2H3 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H3 + TC4H9O2H => C2H4 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH4 + TC4H9O2 => CH3 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH3 + TC4H9O2H => CH4 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
H2 + TC4H9O2 => H + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
H + TC4H9O2H => H2 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H6 + TC4H9O2 => C2H5 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H5 + TC4H9O2H => C2H6 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H8 + TC4H9O2 => IC3H7 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC3H7 + TC4H9O2H => C3H8 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H8 + TC4H9O2 => NC3H7 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
NC3H7 + TC4H9O2H => C3H8 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3OH + TC4H9O2 => CH2OH + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH2OH + TC4H9O2H => CH3OH + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5OH + TC4H9O2 => PC2H4OH + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
PC2H4OH + TC4H9O2H => C2H5OH + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5OH + TC4H9O2 => SC2H4OH + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
SC2H4OH + TC4H9O2H => C2H5OH + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3CHO + IC4H9O2 => CH3CO + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH3CO + IC4H9O2H => CH3CHO + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3CHO + TC4H9O2 => CH3CO + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH3CO + TC4H9O2H => CH3CHO + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H3CHO + IC4H9O2 => C2H3CO + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H3CO + IC4H9O2H => C2H3CHO + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H3CHO + TC4H9O2 => C2H3CO + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H3CO + TC4H9O2H => C2H3CHO + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5CHO + IC4H9O2 => C2H5CO + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H5CO + IC4H9O2H => C2H5CHO + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5CHO + TC4H9O2 => C2H5CO + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H5CO + TC4H9O2H => C2H5CHO + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H9O2 => IC4H9O2H + O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + O2 => HO2 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
HO2 + TC4H9O2 => O2 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H9O2H => HO2 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC4H9O2 => HO2 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H9O2H => H2O2 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
H2O2 + TC4H9O2 => HO2 + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
HO2 + TC4H9O2H => H2O2 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH2O + IC4H9O2 => HCO + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
HCO + IC4H9O2H => CH2O + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH2O + TC4H9O2 => HCO + TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
HCO + TC4H9O2H => CH2O + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H9O2 => CH3O + IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
CH3O2 + TC4H9O2 => CH3O + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
C2H5O2 + IC4H9O2 => C2H5O + IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
C2H5O2 + TC4H9O2 => C2H5O + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3CO3 + IC4H9O2 => CH3CO2 + IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
CH3CO3 + TC4H9O2 => CH3CO2 + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
2 IC4H9O2 => 2 IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + TC4H9O2 => IC4H9O + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
2 TC4H9O2 => O2 + 2 TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + PC4H9O2 => IC4H9O + O2 + PC4H9O,6.93E-01,1.00E-09,1.00E-09
PC4H9O2 + TC4H9O2 => O2 + PC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + SC4H9O2 => IC4H9O + O2 + SC4H9O,6.93E-01,1.00E-09,1.00E-09
SC4H9O2 + TC4H9O2 => O2 + SC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + NC3H7O2 => IC4H9O + NC3H7O + O2,6.93E-01,1.00E-09,1.00E-09
NC3H7O2 + TC4H9O2 => NC3H7O + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + IC4H9O2 => IC3H7O + IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
IC3H7O2 + TC4H9O2 => IC3H7O + O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H9O2 => IC4H9O + O2 + OH,6.93E-01,1.00E-09,1.00E-09
HO2 + TC4H9O2 => O2 + OH + TC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H9O2 => CH3O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3O + IC4H9O => CH3 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5 + IC4H9O2 => C2H5O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
C2H5O + IC4H9O => C2H5 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC3H7 + IC4H9O2 => IC3H7O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC3H7O + IC4H9O => IC3H7 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + NC3H7 => IC4H9O + NC3H7O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + NC3H7O => IC4H9O2 + NC3H7,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + PC4H9 => IC4H9O + PC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + PC4H9O => IC4H9O2 + PC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + SC4H9 => IC4H9O + SC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + SC4H9O => IC4H9O2 + SC4H9,6.93E-01,1.00E-09,1.00E-09
IC4H9 + IC4H9O2 => 2 IC4H9O,6.93E-01,1.00E-09,1.00E-09
2 IC4H9O => IC4H9 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2 + TC4H9 => IC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + TC4H9O => IC4H9O2 + TC4H9,6.93E-01,1.00E-09,1.00E-09
C3H5-A + IC4H9O2 => C3H5O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
C3H5O + IC4H9O => C3H5-A + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + IC4H9O2 => C4H7O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
C4H7O + IC4H9O => C4H71-3 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H7 + IC4H9O2 => IC4H7O + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + IC4H9O => IC4H7 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3 + TC4H9O2 => CH3O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
CH3O + TC4H9O => CH3 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5 + TC4H9O2 => C2H5O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
C2H5O + TC4H9O => C2H5 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC3H7 + TC4H9O2 => IC3H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC3H7O + TC4H9O => IC3H7 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
NC3H7 + TC4H9O2 => NC3H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
NC3H7O + TC4H9O => NC3H7 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
PC4H9 + TC4H9O2 => PC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
PC4H9O + TC4H9O => PC4H9 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
SC4H9 + TC4H9O2 => SC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
SC4H9O + TC4H9O => SC4H9 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9 + TC4H9O2 => IC4H9O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + TC4H9O => IC4H9 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
TC4H9 + TC4H9O2 => 2 TC4H9O,6.93E-01,1.00E-09,1.00E-09
2 TC4H9O => TC4H9 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H5-A + TC4H9O2 => C3H5O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
C3H5O + TC4H9O => C3H5-A + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C4H71-3 + TC4H9O2 => C4H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
C4H7O + TC4H9O => C4H71-3 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H7 + TC4H9O2 => IC4H7O + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H7O + TC4H9O => IC4H7 + TC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H4 + IC4H9O2 => C2H3 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H3 + IC4H9O2H => C2H4 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH4 + IC4H9O2 => CH3 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H9O2H => CH4 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
H2 + IC4H9O2 => H + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
H + IC4H9O2H => H2 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H6 + IC4H9O2 => C2H5 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
C2H5 + IC4H9O2H => C2H6 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H8 + IC4H9O2 => IC3H7 + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
IC3H7 + IC4H9O2H => C3H8 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C3H8 + IC4H9O2 => IC4H9O2H + NC3H7,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + NC3H7 => C3H8 + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
CH3OH + IC4H9O2 => CH2OH + IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
CH2OH + IC4H9O2H => CH3OH + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5OH + IC4H9O2 => IC4H9O2H + PC2H4OH,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + PC2H4OH => C2H5OH + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
C2H5OH + IC4H9O2 => IC4H9O2H + SC2H4OH,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H + SC2H4OH => C2H5OH + IC4H9O2,6.93E-01,1.00E-09,1.00E-09
IC4H9O2H => IC4H9O + OH,6.93E-01,1.00E-09,1.00E-09
IC4H9O + OH => IC4H9O2H,6.93E-01,1.00E-09,1.00E-09
TC4H9O2H => OH + TC4H9O,6.93E-01,1.00E-09,1.00E-09
OH + TC4H9O => TC4H9O2H,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H9O => H2O2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H7CHO => HO2 + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + OH => H2O + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H7CHO => IC4H9O + OH,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H9O => CH4 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H7CHO => CH3 + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + O => IC3H7CHO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + OH => IC4H9O + O,6.93E-01,1.00E-09,1.00E-09
H + IC4H9O => H2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
H2 + IC3H7CHO => H + IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O => H + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
H + IC3H7CHO => IC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O => CH2O + IC3H7,6.93E-01,1.00E-09,1.00E-09
CH2O + IC3H7 => IC4H9O,6.93E-01,1.00E-09,1.00E-09
TC4H9O => CH3 + CH3COCH3,6.93E-01,1.00E-09,1.00E-09
CH3 + CH3COCH3 => TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H9O + O2 => HO2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H7CHO => IC4H9O + O2,6.93E-01,1.00E-09,1.00E-09
O2 + TC4H9O => HO2 + IC4H8O,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8O => O2 + TC4H9O,6.93E-01,1.00E-09,1.00E-09
IC4H8O => IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO => IC4H8O,6.93E-01,1.00E-09,1.00E-09
IC4H8O + OH => H2O + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H6CHO => IC4H8O + OH,6.93E-01,1.00E-09,1.00E-09
H + IC4H8O => H2 + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2 + IC3H6CHO => H + IC4H8O,6.93E-01,1.00E-09,1.00E-09
HO2 + IC4H8O => H2O2 + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H6CHO => HO2 + IC4H8O,6.93E-01,1.00E-09,1.00E-09
CH3O2 + IC4H8O => CH3O2H + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
CH3O2H + IC3H6CHO => CH3O2 + IC4H8O,6.93E-01,1.00E-09,1.00E-09
CH3 + IC4H8O => CH4 + IC3H6CHO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H6CHO => CH3 + IC4H8O,6.93E-01,1.00E-09,1.00E-09
IC4H8O + O => IC3H6CHO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H6CHO + OH => IC4H8O + O,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO => H + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H + TC3H6CHO => IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO => HCO + IC3H7,6.93E-01,1.00E-09,1.00E-09
HCO + IC3H7 => IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H7CHO => H2O2 + IC3H7CO,6.93E-01,1.00E-09,1.00E-09
H2O2 + IC3H7CO => HO2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H7CHO => H2O2 + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
H2O2 + TC3H6CHO => HO2 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
CH3 + IC3H7CHO => CH4 + IC3H7CO,6.93E-01,1.00E-09,1.00E-09
CH4 + IC3H7CO => CH3 + IC3H7CHO,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + O => IC3H7CO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H7CO + OH => IC3H7CHO + O,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + O2 => HO2 + IC3H7CO,6.93E-01,1.00E-09,1.00E-09
HO2 + IC3H7CO => IC3H7CHO + O2,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + OH => H2O + IC3H7CO,6.93E-01,1.00E-09,1.00E-09
H2O + IC3H7CO => IC3H7CHO + OH,6.93E-01,1.00E-09,1.00E-09
IC3H7CHO + OH => H2O + TC3H6CHO,6.93E-01,1.00E-09,1.00E-09
